#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
1514.05 2.71e-21 7.31e-13 1.24e-05 6.11e-01 3.89e-01 5.38e-05 1.01e-13 
1808.80 1.99e-21 5.65e-13 1.04e-05 5.70e-01 4.30e-01 7.27e-05 1.69e-13 
1919.29 1.72e-21 5.01e-13 9.62e-06 5.54e-01 4.46e-01 8.49e-05 2.19e-13 
2160.92 1.41e-21 4.26e-13 8.62e-06 5.29e-01 4.71e-01 9.23e-05 2.65e-13 
2292.92 1.11e-21 3.52e-13 7.58e-06 5.02e-01 4.98e-01 1.05e-04 3.07e-13 
2432.98 9.07e-22 3.03e-13 6.84e-06 4.83e-01 5.17e-01 1.16e-04 3.22e-13 
2581.60 7.58e-22 2.64e-13 6.31e-06 4.67e-01 5.33e-01 1.29e-04 3.97e-13 
2739.29 7.10e-22 2.54e-13 6.23e-06 4.67e-01 5.33e-01 1.23e-04 3.66e-13 
2906.62 6.93e-22 2.56e-13 6.38e-06 4.75e-01 5.25e-01 1.16e-04 4.14e-13 
3084.17 6.09e-22 2.40e-13 6.28e-06 4.77e-01 5.23e-01 1.09e-04 2.63e-13 
3272.56 5.07e-22 2.19e-13 6.14e-06 4.80e-01 5.19e-01 1.02e-04 2.09e-13 
3472.46 5.14e-22 2.39e-13 6.70e-06 5.06e-01 4.94e-01 7.42e-05 1.96e-13 
3684.57 5.15e-22 2.61e-13 7.39e-06 5.35e-01 4.65e-01 5.88e-05 6.39e-14 
3909.64 4.71e-22 2.73e-13 8.22e-06 5.75e-01 4.25e-01 4.49e-05 3.53e-14 
4148.46 6.17e-22 3.69e-13 1.03e-05 6.33e-01 3.67e-01 2.53e-05 1.28e-14 
4401.86 1.07e-21 5.96e-13 1.44e-05 7.10e-01 2.90e-01 1.34e-05 3.61e-15 
4670.75 1.59e-21 8.78e-13 1.95e-05 7.81e-01 2.19e-01 5.87e-06 7.73e-16 
4956.05 1.75e-21 1.05e-12 2.32e-05 8.28e-01 1.72e-01 2.50e-06 1.83e-16 
5258.79 1.75e-21 1.17e-12 2.66e-05 8.63e-01 1.37e-01 1.74e-06 6.64e-17 
5580.02 2.51e-21 1.75e-12 3.61e-05 9.12e-01 8.84e-02 4.72e-07 5.93e-18 
5920.87 3.73e-21 2.70e-12 5.01e-05 9.47e-01 5.25e-02 1.82e-07 9.76e-19 
6282.54 6.18e-21 4.57e-12 7.32e-05 9.73e-01 2.72e-02 2.18e-08 3.30e-20 
6666.30 1.19e-20 8.69e-12 1.16e-04 9.88e-01 1.17e-02 3.67e-09 1.27e-21 
7073.50 2.66e-20 1.89e-11 2.03e-04 9.96e-01 4.07e-03 6.08e-10 5.21e-23 
7505.58 6.46e-20 4.52e-11 3.83e-04 9.98e-01 1.20e-03 7.98e-12 2.68e-26 
7964.05 2.22e-19 1.46e-10 8.64e-04 9.99e-01 2.59e-04 1.60e-13 1.60e-29 
8450.53 1.12e-18 6.39e-10 2.34e-03 9.98e-01 4.09e-05 2.61e-15 1.73e-32 
8966.72 6.24e-18 3.10e-09 6.80e-03 9.93e-01 6.63e-06 2.79e-17 5.67e-36 
9514.44 5.68e-17 2.36e-08 2.68e-02 9.73e-01 3.26e-07 2.36e-20 2.91e-37 
10095.62 1.04e-15 3.37e-07 1.56e-01 8.44e-01 1.77e-08 2.72e-23 9.55e-37 
10712.30 1.91e-14 4.44e-06 6.65e-01 3.35e-01 3.75e-11 4.69e-30 3.59e-38 
11366.65 1.82e-13 2.68e-05 9.72e-01 2.76e-02 1.24e-14 3.73e-37 4.87e-38 
12061.10 1.27e-12 1.19e-04 9.99e-01 1.34e-03 1.39e-18 4.57e-37 6.92e-38 
12793.43 6.82e-12 4.42e-04 9.99e-01 7.32e-05 2.56e-22 6.03e-37 9.47e-38 
13528.61 3.56e-11 1.55e-03 9.98e-01 5.41e-06 1.52e-25 7.92e-37 1.28e-37 
14194.74 1.46e-10 4.58e-03 9.95e-01 5.04e-07 8.66e-29 1.11e-36 1.85e-37 
14757.77 3.87e-10 9.93e-03 9.90e-01 9.93e-08 3.59e-31 1.63e-36 2.75e-37 
15240.48 1.28e-09 2.26e-02 9.77e-01 1.18e-08 6.35e-35 2.10e-36 3.60e-37 
15646.99 6.22e-09 6.15e-02 9.38e-01 2.08e-09 9.73e-36 2.57e-36 4.44e-37 
15960.30 3.56e-08 1.72e-01 8.28e-01 2.33e-10 1.17e-35 3.07e-36 5.36e-37 
16187.41 1.08e-07 3.36e-01 6.64e-01 3.37e-11 1.90e-35 4.98e-36 8.78e-37 
16354.17 2.10e-07 4.89e-01 5.11e-01 7.31e-12 3.27e-35 8.58e-36 1.52e-36 
16484.18 2.78e-07 5.73e-01 4.27e-01 7.93e-12 5.42e-35 1.42e-35 2.53e-36 
16593.12 3.07e-07 6.23e-01 3.77e-01 1.57e-12 7.95e-35 2.08e-35 3.73e-36 
16691.99 3.07e-07 6.21e-01 3.79e-01 1.23e-12 1.04e-34 2.73e-35 4.91e-36 
16788.59 3.76e-07 7.28e-01 2.72e-01 4.71e-13 1.31e-34 3.42e-35 6.17e-36 
16888.37 3.90e-07 7.43e-01 2.57e-01 2.22e-13 1.64e-34 4.28e-35 7.75e-36 
16998.79 4.63e-07 7.73e-01 2.27e-01 3.08e-13 2.12e-34 5.52e-35 1.00e-35 
17146.37 5.37e-07 8.51e-01 1.49e-01 1.83e-14 2.86e-34 7.45e-35 1.36e-35 
17415.23 6.39e-07 8.80e-01 1.20e-01 1.25e-14 4.42e-34 1.15e-34 2.11e-35 
17888.12 8.03e-07 9.35e-01 6.55e-02 1.38e-15 9.09e-34 2.35e-34 4.38e-35 
18532.37 1.13e-06 9.76e-01 2.42e-02 1.11e-16 1.66e-33 4.29e-34 8.06e-35 
19260.76 1.26e-06 9.89e-01 1.09e-02 2.90e-18 2.62e-33 6.73e-34 1.28e-34 
20034.10 1.31e-06 9.94e-01 5.50e-03 1.80e-19 3.67e-33 9.40e-34 1.81e-34 
20838.00 1.62e-06 9.98e-01 2.40e-03 1.71e-20 4.35e-33 1.11e-33 2.16e-34 
21647.97 1.12e-06 9.98e-01 1.72e-03 1.25e-21 4.43e-33 1.13e-33 2.22e-34 
22447.94 2.19e-06 9.99e-01 9.57e-04 2.18e-22 5.12e-33 1.30e-33 2.58e-34 
23245.88 1.11e-06 9.99e-01 5.33e-04 2.61e-23 6.39e-33 1.62e-33 3.24e-34 
24052.47 1.08e-06 9.99e-01 5.67e-04 2.62e-23 7.84e-33 1.98e-33 3.99e-34 
24867.72 1.19e-06 1.00e+00 1.30e-04 2.05e-24 9.13e-33 2.30e-33 4.68e-34 
25698.86 1.42e-06 1.00e+00 6.18e-05 2.85e-24 1.03e-32 2.59e-33 5.31e-34 
26587.16 1.76e-06 1.00e+00 2.93e-05 4.15e-25 1.17e-32 2.95e-33 6.08e-34 
27637.54 1.98e-06 1.00e+00 1.19e-05 6.47e-24 1.38e-32 3.46e-33 7.20e-34 
28986.97 3.90e-06 1.00e+00 3.87e-06 1.03e-23 1.73e-32 4.33e-33 9.13e-34 
#TIME: 14.42 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 4.25e-21 1.19e-12 1.80e-05 7.10e-01 2.90e-01 2.09e-05 1.58e-14 
999.11 3.66e-21 1.04e-12 1.65e-05 6.90e-01 3.10e-01 2.41e-05 2.07e-14 
1267.34 3.28e-21 9.33e-13 1.52e-05 6.69e-01 3.31e-01 2.99e-05 2.98e-14 
1514.05 3.44e-21 9.44e-13 1.50e-05 6.63e-01 3.37e-01 3.18e-05 3.39e-14 
1808.80 2.44e-21 7.17e-13 1.28e-05 6.28e-01 3.72e-01 4.15e-05 5.38e-14 
1919.29 2.23e-21 6.62e-13 1.21e-05 6.17e-01 3.83e-01 4.47e-05 6.07e-14 
2160.92 1.82e-21 5.64e-13 1.09e-05 5.94e-01 4.06e-01 5.07e-05 7.57e-14 
2292.92 1.41e-21 4.63e-13 9.67e-06 5.68e-01 4.31e-01 6.08e-05 1.07e-13 
2432.98 1.10e-21 3.83e-13 8.67e-06 5.47e-01 4.52e-01 7.15e-05 1.31e-13 
2581.60 9.51e-22 3.45e-13 8.14e-06 5.35e-01 4.65e-01 7.34e-05 1.35e-13 
2739.29 9.36e-22 3.45e-13 8.18e-06 5.38e-01 4.62e-01 7.06e-05 1.21e-13 
2906.62 9.41e-22 3.56e-13 8.48e-06 5.48e-01 4.52e-01 6.35e-05 9.15e-14 
3084.17 8.55e-22 3.43e-13 8.41e-06 5.50e-01 4.50e-01 6.12e-05 8.53e-14 
3272.56 7.44e-22 3.25e-13 8.34e-06 5.55e-01 4.44e-01 5.28e-05 5.43e-14 
3472.46 7.16e-22 3.38e-13 8.97e-06 5.81e-01 4.19e-01 4.17e-05 3.48e-14 
3684.57 6.74e-22 3.52e-13 9.76e-06 6.12e-01 3.88e-01 2.95e-05 1.79e-14 
3909.64 7.00e-22 4.08e-13 1.11e-05 6.53e-01 3.47e-01 1.98e-05 8.09e-15 
4148.46 8.20e-22 5.01e-13 1.33e-05 7.00e-01 3.00e-01 1.33e-05 3.55e-15 
4401.86 1.39e-21 7.94e-13 1.84e-05 7.72e-01 2.28e-01 5.58e-06 7.65e-16 
4670.75 2.22e-21 1.24e-12 2.54e-05 8.38e-01 1.62e-01 2.36e-06 1.40e-16 
4956.05 2.28e-21 1.40e-12 2.92e-05 8.72e-01 1.28e-01 1.48e-06 5.14e-17 
5258.79 2.36e-21 1.61e-12 3.38e-05 9.02e-01 9.82e-02 5.40e-07 8.42e-18 
5580.02 3.31e-21 2.36e-12 4.56e-05 9.38e-01 6.16e-02 2.17e-07 1.52e-18 
5920.87 5.15e-21 3.78e-12 6.41e-05 9.66e-01 3.41e-02 3.39e-08 6.96e-20 
6282.54 8.54e-21 6.40e-12 9.43e-05 9.83e-01 1.71e-02 5.53e-09 2.83e-21 
6666.30 1.61e-20 1.19e-11 1.47e-04 9.92e-01 7.43e-03 1.10e-09 1.30e-22 
7073.50 3.68e-20 2.63e-11 2.58e-04 9.97e-01 2.56e-03 4.55e-11 6.93e-25 
7505.58 9.30e-20 6.51e-11 4.98e-04 9.99e-01 7.23e-04 2.05e-12 1.96e-27 
7964.05 3.19e-19 2.10e-10 1.12e-03 9.99e-01 1.62e-04 5.17e-14 2.48e-30 
8450.53 1.63e-18 9.31e-10 3.05e-03 9.97e-01 2.35e-05 5.69e-16 5.68e-34 
8966.72 9.08e-18 4.50e-09 8.87e-03 9.91e-01 3.49e-06 6.39e-18 1.34e-36 
9514.44 8.54e-17 3.54e-08 3.57e-02 9.64e-01 2.09e-07 7.18e-21 7.06e-37 
10095.62 1.60e-15 5.10e-07 2.05e-01 7.95e-01 4.64e-09 1.90e-24 4.38e-38 
10712.30 2.59e-14 5.87e-06 7.42e-01 2.58e-01 1.45e-11 4.45e-30 1.06e-37 
11366.65 2.29e-13 3.25e-05 9.81e-01 1.90e-02 8.94e-15 3.53e-37 5.13e-38 
12061.10 1.53e-12 1.39e-04 9.99e-01 1.13e-03 1.71e-18 4.80e-37 7.32e-38 
12793.43 8.06e-12 5.08e-04 9.99e-01 6.31e-05 1.96e-22 6.35e-37 1.00e-37 
13528.61 4.20e-11 1.77e-03 9.98e-01 3.84e-06 3.98e-26 8.38e-37 1.36e-37 
14194.74 1.71e-10 5.25e-03 9.95e-01 3.48e-07 4.89e-29 1.18e-36 1.96e-37 
14757.77 4.15e-10 1.04e-02 9.90e-01 7.28e-08 9.60e-33 1.73e-36 2.92e-37 
15240.48 1.56e-09 2.65e-02 9.73e-01 1.07e-08 2.14e-34 2.23e-36 3.82e-37 
15646.99 7.22e-09 6.85e-02 9.32e-01 1.57e-09 1.03e-35 2.72e-36 4.71e-37 
15960.30 4.17e-08 1.92e-01 8.08e-01 1.66e-10 1.24e-35 3.25e-36 5.69e-37 
16187.41 1.25e-07 3.72e-01 6.28e-01 1.93e-11 2.01e-35 5.28e-36 9.34e-37 
16354.17 2.33e-07 5.21e-01 4.79e-01 5.19e-12 3.47e-35 9.10e-36 1.62e-36 
16484.18 2.96e-07 5.91e-01 4.09e-01 2.36e-12 5.75e-35 1.50e-35 2.69e-36 
16593.12 3.10e-07 6.22e-01 3.78e-01 9.98e-13 8.43e-35 2.20e-35 3.96e-36 
16691.99 3.55e-07 7.07e-01 2.93e-01 3.22e-13 1.11e-34 2.89e-35 5.22e-36 
16788.59 4.12e-07 7.49e-01 2.51e-01 1.33e-13 1.39e-34 3.62e-35 6.56e-36 
16888.37 4.34e-07 7.64e-01 2.36e-01 1.74e-13 1.74e-34 4.53e-35 8.24e-36 
16998.79 5.03e-07 8.42e-01 1.58e-01 2.96e-14 2.25e-34 5.86e-35 1.07e-35 
17146.37 5.60e-07 8.53e-01 1.47e-01 2.84e-14 3.04e-34 7.90e-35 1.45e-35 
17415.23 6.64e-07 9.11e-01 8.95e-02 2.56e-15 4.69e-34 1.22e-34 2.25e-35 
17888.12 7.95e-07 9.52e-01 4.79e-02 2.73e-16 9.65e-34 2.50e-34 4.65e-35 
18532.37 1.08e-06 9.76e-01 2.37e-02 2.36e-17 1.76e-33 4.55e-34 8.57e-35 
19260.76 1.17e-06 9.92e-01 8.08e-03 6.79e-19 2.78e-33 7.14e-34 1.36e-34 
20034.10 1.85e-06 9.95e-01 5.40e-03 2.96e-19 3.89e-33 9.97e-34 1.92e-34 
20838.00 1.12e-06 9.97e-01 2.61e-03 7.87e-21 4.61e-33 1.18e-33 2.30e-34 
21647.97 1.92e-06 9.98e-01 1.54e-03 1.25e-21 4.71e-33 1.20e-33 2.36e-34 
22447.94 1.15e-06 9.99e-01 6.37e-04 3.81e-23 5.44e-33 1.38e-33 2.74e-34 
23245.88 1.09e-06 9.99e-01 8.72e-04 4.20e-23 6.78e-33 1.72e-33 3.44e-34 
24052.47 1.09e-06 1.00e+00 2.34e-04 1.81e-24 8.32e-33 2.11e-33 4.25e-34 
24867.72 1.28e-06 1.00e+00 1.14e-04 3.59e-24 9.69e-33 2.45e-33 4.97e-34 
25698.86 1.29e-06 1.00e+00 7.42e-05 6.47e-24 1.09e-32 2.76e-33 5.64e-34 
26587.16 1.67e-06 1.00e+00 3.45e-05 8.10e-24 1.24e-32 3.13e-33 6.46e-34 
27637.54 2.50e-06 1.00e+00 1.04e-05 7.92e-24 1.46e-32 3.67e-33 7.66e-34 
28986.97 3.65e-06 1.00e+00 3.17e-06 1.02e-23 1.84e-32 4.60e-33 9.71e-34 
#TIME: 14.72 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 4.67e-21 1.36e-12 2.08e-05 7.51e-01 2.49e-01 1.03e-05 4.59e-15 
999.11 4.26e-21 1.24e-12 1.94e-05 7.35e-01 2.65e-01 1.61e-05 8.82e-15 
1267.34 3.88e-21 1.14e-12 1.81e-05 7.17e-01 2.83e-01 1.84e-05 1.17e-14 
1514.05 3.89e-21 1.11e-12 1.77e-05 7.09e-01 2.91e-01 2.07e-05 1.54e-14 
1808.80 3.08e-21 9.24e-13 1.57e-05 6.83e-01 3.17e-01 2.40e-05 1.88e-14 
1919.29 2.83e-21 8.63e-13 1.49e-05 6.72e-01 3.28e-01 2.34e-05 1.86e-14 
2160.92 2.33e-21 7.40e-13 1.35e-05 6.51e-01 3.49e-01 3.13e-05 2.89e-14 
2292.92 1.87e-21 6.27e-13 1.22e-05 6.30e-01 3.70e-01 3.54e-05 3.43e-14 
2432.98 1.58e-21 5.56e-13 1.14e-05 6.17e-01 3.83e-01 3.47e-05 3.24e-14 
2581.60 1.35e-21 4.96e-13 1.08e-05 6.06e-01 3.94e-01 4.01e-05 3.91e-14 
2739.29 1.31e-21 4.92e-13 1.07e-05 6.06e-01 3.94e-01 3.69e-05 3.41e-14 
2906.62 1.31e-21 5.03e-13 1.12e-05 6.19e-01 3.81e-01 3.33e-05 2.67e-14 
3084.17 1.15e-21 4.73e-13 1.10e-05 6.21e-01 3.79e-01 3.00e-05 2.07e-14 
3272.56 9.66e-22 4.34e-13 1.08e-05 6.25e-01 3.75e-01 2.93e-05 1.86e-14 
3472.46 9.65e-22 4.68e-13 1.18e-05 6.54e-01 3.46e-01 2.27e-05 9.93e-15 
3684.57 1.02e-21 5.34e-13 1.32e-05 6.89e-01 3.11e-01 1.43e-05 4.13e-15 
3909.64 9.18e-22 5.47e-13 1.43e-05 7.18e-01 2.82e-01 1.27e-05 3.04e-15 
4148.46 1.12e-21 6.97e-13 1.74e-05 7.68e-01 2.32e-01 5.99e-06 8.23e-16 
4401.86 1.91e-21 1.11e-12 2.39e-05 8.30e-01 1.70e-01 2.72e-06 1.64e-16 
4670.75 2.87e-21 1.63e-12 3.15e-05 8.79e-01 1.21e-01 1.01e-06 3.26e-17 
4956.05 3.10e-21 1.93e-12 3.72e-05 9.09e-01 9.06e-02 5.19e-07 8.85e-18 
5258.79 3.08e-21 2.14e-12 4.20e-05 9.29e-01 7.05e-02 2.98e-07 2.99e-18 
5580.02 4.55e-21 3.30e-12 5.83e-05 9.60e-01 4.00e-02 5.63e-08 1.49e-19 
5920.87 6.95e-21 5.19e-12 8.17e-05 9.78e-01 2.21e-02 1.87e-08 1.84e-20 
6282.54 1.17e-20 8.87e-12 1.20e-04 9.89e-01 1.06e-02 2.60e-09 5.31e-22 
6666.30 2.26e-20 1.69e-11 1.90e-04 9.95e-01 4.45e-03 1.69e-10 5.49e-24 
7073.50 5.29e-20 3.78e-11 3.35e-04 9.98e-01 1.52e-03 1.75e-11 1.86e-25 
7505.58 1.36e-19 9.49e-11 6.50e-04 9.99e-01 4.16e-04 5.60e-13 1.92e-28 
7964.05 4.74e-19 3.09e-10 1.47e-03 9.98e-01 8.94e-05 1.63e-14 1.17e-30 
8450.53 2.36e-18 1.34e-09 3.95e-03 9.96e-01 1.50e-05 1.87e-16 4.00e-35 
8966.72 1.36e-17 6.71e-09 1.17e-02 9.88e-01 2.02e-06 1.47e-18 1.20e-36 
9514.44 1.29e-16 5.33e-08 4.76e-02 9.52e-01 4.50e-07 2.66e-20 7.22e-36 
10095.62 2.41e-15 7.60e-07 2.66e-01 7.34e-01 1.87e-09 1.02e-25 3.01e-38 
10712.30 3.42e-14 7.53e-06 8.06e-01 1.94e-01 5.63e-12 8.26e-31 3.94e-38 
11366.65 2.89e-13 3.92e-05 9.87e-01 1.25e-02 1.79e-15 3.69e-37 5.40e-38 
12061.10 1.87e-12 1.65e-04 9.99e-01 6.36e-04 1.32e-19 5.05e-37 7.74e-38 
12793.43 9.83e-12 5.98e-04 9.99e-01 4.72e-05 7.60e-23 6.70e-37 1.06e-37 
13528.61 5.16e-11 2.12e-03 9.98e-01 2.39e-06 7.40e-27 8.85e-37 1.45e-37 
14194.74 2.02e-10 6.06e-03 9.94e-01 3.14e-07 1.94e-29 1.25e-36 2.09e-37 
14757.77 5.30e-10 1.30e-02 9.87e-01 6.15e-08 6.59e-32 1.83e-36 3.10e-37 
15240.48 1.91e-09 3.14e-02 9.69e-01 1.34e-08 9.62e-34 2.36e-36 4.06e-37 
15646.99 9.27e-09 8.45e-02 9.16e-01 8.02e-10 1.09e-35 2.88e-36 5.01e-37 
15960.30 5.18e-08 2.30e-01 7.70e-01 8.58e-11 1.31e-35 3.44e-36 6.05e-37 
16187.41 1.45e-07 4.17e-01 5.83e-01 1.35e-11 2.14e-35 5.60e-36 9.93e-37 
16354.17 2.59e-07 5.60e-01 4.40e-01 2.90e-12 3.68e-35 9.64e-36 1.72e-36 
16484.18 3.24e-07 6.36e-01 3.64e-01 1.18e-12 6.09e-35 1.59e-35 2.86e-36 
16593.12 3.61e-07 6.90e-01 3.10e-01 5.57e-13 8.95e-35 2.34e-35 4.21e-36 
16691.99 3.71e-07 7.09e-01 2.91e-01 3.58e-13 1.18e-34 3.07e-35 5.55e-36 
16788.59 4.54e-07 7.94e-01 2.06e-01 6.07e-14 1.47e-34 3.84e-35 6.98e-36 
16888.37 4.73e-07 8.15e-01 1.85e-01 5.62e-14 1.85e-34 4.81e-35 8.76e-36 
16998.79 5.23e-07 8.38e-01 1.62e-01 2.67e-14 2.39e-34 6.21e-35 1.14e-35 
17146.37 6.06e-07 8.80e-01 1.20e-01 1.30e-14 3.23e-34 8.38e-35 1.54e-35 
17415.23 6.88e-07 9.09e-01 9.06e-02 4.77e-15 4.98e-34 1.29e-34 2.39e-35 
17888.12 8.63e-07 9.60e-01 4.05e-02 2.18e-16 1.02e-33 2.65e-34 4.95e-35 
18532.37 1.13e-06 9.77e-01 2.31e-02 3.19e-17 1.87e-33 4.82e-34 9.12e-35 
19260.76 1.48e-06 9.93e-01 7.11e-03 6.45e-19 2.95e-33 7.58e-34 1.45e-34 
20034.10 1.44e-06 9.97e-01 3.40e-03 2.76e-20 4.13e-33 1.06e-33 2.05e-34 
20838.00 1.75e-06 9.97e-01 3.49e-03 2.55e-20 4.90e-33 1.25e-33 2.44e-34 
21647.97 1.14e-06 9.99e-01 1.18e-03 3.60e-22 5.00e-33 1.27e-33 2.51e-34 
22447.94 2.53e-06 9.99e-01 8.36e-04 1.08e-22 5.77e-33 1.47e-33 2.91e-34 
23245.88 1.04e-06 9.99e-01 8.12e-04 6.91e-23 7.21e-33 1.83e-33 3.66e-34 
24052.47 1.04e-06 1.00e+00 3.70e-04 9.17e-24 8.84e-33 2.23e-33 4.51e-34 
24867.72 1.12e-06 1.00e+00 1.43e-04 5.86e-24 1.03e-32 2.60e-33 5.29e-34 
25698.86 1.33e-06 1.00e+00 1.38e-04 1.13e-23 1.16e-32 2.92e-33 6.00e-34 
26587.16 1.83e-06 1.00e+00 2.45e-05 5.59e-24 1.32e-32 3.32e-33 6.87e-34 
27637.54 2.20e-06 1.00e+00 1.07e-05 1.05e-23 1.56e-32 3.89e-33 8.14e-34 
28986.97 2.90e-06 1.00e+00 7.31e-06 2.64e-23 1.95e-32 4.88e-33 1.03e-33 
#TIME: 15.02 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 5.87e-21 1.73e-12 2.47e-05 7.93e-01 2.07e-01 6.24e-06 1.60e-15 
999.11 5.03e-21 1.51e-12 2.26e-05 7.75e-01 2.25e-01 9.55e-06 3.10e-15 
1267.34 4.53e-21 1.37e-12 2.13e-05 7.61e-01 2.39e-01 1.06e-05 3.94e-15 
1514.05 4.61e-21 1.36e-12 2.12e-05 7.59e-01 2.41e-01 1.17e-05 4.72e-15 
1808.80 3.69e-21 1.14e-12 1.88e-05 7.33e-01 2.67e-01 1.43e-05 6.87e-15 
1919.29 3.32e-21 1.05e-12 1.79e-05 7.24e-01 2.76e-01 1.48e-05 7.45e-15 
2160.92 2.77e-21 9.12e-13 1.64e-05 7.05e-01 2.95e-01 1.90e-05 1.12e-14 
2292.92 2.29e-21 7.92e-13 1.51e-05 6.87e-01 3.13e-01 2.11e-05 1.28e-14 
2432.98 1.93e-21 7.01e-13 1.41e-05 6.74e-01 3.26e-01 1.98e-05 1.18e-14 
2581.60 1.73e-21 6.51e-13 1.36e-05 6.70e-01 3.30e-01 2.22e-05 1.30e-14 
2739.29 1.62e-21 6.26e-13 1.34e-05 6.69e-01 3.31e-01 2.22e-05 1.34e-14 
2906.62 1.62e-21 6.46e-13 1.42e-05 6.87e-01 3.13e-01 1.79e-05 8.21e-15 
3084.17 1.53e-21 6.40e-13 1.42e-05 6.90e-01 3.10e-01 1.67e-05 6.75e-15 
3272.56 1.36e-21 6.17e-13 1.42e-05 6.95e-01 3.05e-01 1.38e-05 4.34e-15 
3472.46 1.37e-21 6.70e-13 1.55e-05 7.23e-01 2.77e-01 1.07e-05 2.48e-15 
3684.57 1.34e-21 7.15e-13 1.69e-05 7.52e-01 2.48e-01 7.43e-06 1.22e-15 
3909.64 1.26e-21 7.63e-13 1.86e-05 7.83e-01 2.17e-01 4.51e-06 4.67e-16 
4148.46 1.55e-21 9.76e-13 2.26e-05 8.26e-01 1.74e-01 2.96e-06 2.10e-16 
4401.86 2.53e-21 1.49e-12 3.03e-05 8.75e-01 1.25e-01 1.18e-06 3.96e-17 
4670.75 3.86e-21 2.22e-12 3.98e-05 9.13e-01 8.65e-02 5.83e-07 9.47e-18 
4956.05 4.06e-21 2.57e-12 4.62e-05 9.35e-01 6.48e-02 2.89e-07 2.38e-18 
5258.79 4.19e-21 2.97e-12 5.41e-05 9.54e-01 4.62e-02 1.21e-07 4.82e-19 
5580.02 6.04e-21 4.46e-12 7.35e-05 9.73e-01 2.65e-02 2.57e-08 3.28e-20 
5920.87 9.68e-21 7.34e-12 1.05e-04 9.86e-01 1.35e-02 5.88e-09 2.75e-21 
6282.54 1.59e-20 1.23e-11 1.54e-04 9.93e-01 6.62e-03 1.19e-09 1.65e-22 
6666.30 3.16e-20 2.37e-11 2.44e-04 9.97e-01 2.78e-03 6.73e-11 1.46e-24 
7073.50 7.77e-20 5.56e-11 4.47e-04 9.99e-01 8.78e-04 3.04e-12 3.02e-27 
7505.58 2.00e-19 1.39e-10 8.56e-04 9.99e-01 2.46e-04 1.49e-13 1.56e-29 
7964.05 6.94e-19 4.52e-10 1.93e-03 9.98e-01 5.52e-05 4.21e-15 2.92e-32 
8450.53 3.58e-18 2.02e-09 5.26e-03 9.95e-01 9.32e-06 6.31e-17 9.13e-36 
8966.72 2.13e-17 1.03e-08 1.59e-02 9.84e-01 1.06e-06 3.43e-19 9.24e-37 
9514.44 2.04e-16 8.33e-08 6.51e-02 9.35e-01 5.13e-08 3.68e-22 2.44e-38 
10095.62 3.68e-15 1.14e-06 3.44e-01 6.56e-01 7.72e-10 2.28e-26 8.64e-38 
10712.30 4.58e-14 9.71e-06 8.63e-01 1.37e-01 1.37e-12 3.11e-33 4.13e-38 
11366.65 3.67e-13 4.76e-05 9.91e-01 8.55e-03 4.52e-16 3.85e-37 5.68e-38 
12061.10 2.26e-12 1.94e-04 9.99e-01 5.21e-04 1.71e-19 5.31e-37 8.18e-38 
12793.43 1.21e-11 7.15e-04 9.99e-01 2.28e-05 4.79e-24 7.07e-37 1.13e-37 
13528.61 6.28e-11 2.49e-03 9.98e-01 3.14e-06 3.44e-26 9.36e-37 1.53e-37 
14194.74 2.36e-10 6.89e-03 9.93e-01 2.78e-07 3.26e-29 1.32e-36 2.21e-37 
14757.77 6.15e-10 1.45e-02 9.85e-01 2.49e-08 2.76e-34 1.94e-36 3.30e-37 
15240.48 2.19e-09 3.49e-02 9.65e-01 4.29e-09 9.48e-36 2.50e-36 4.32e-37 
